,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,# Level 2,# Level 3,# Level 4
8275,19K306,P.S. 306 ETHAN ALLEN,7,2015,All Students,54,282.0,29.0,19.0,6.0,0.0
8278,19K306,P.S. 306 ETHAN ALLEN,8,2015,All Students,64,259.0,52.0,11.0,1.0,0.0
8284,19K311,ESSENCE SCHOOL,6,2015,All Students,39,244.0,36.0,3.0,0.0,0.0
8287,19K311,ESSENCE SCHOOL,7,2015,All Students,44,269.0,35.0,8.0,1.0,0.0
8290,19K311,ESSENCE SCHOOL,8,2015,All Students,42,272.0,29.0,12.0,1.0,0.0
8345,19K364,I.S. 364 GATEWAY,6,2015,All Students,101,276.0,55.0,37.0,6.0,3.0
8348,19K364,I.S. 364 GATEWAY,7,2015,All Students,106,297.0,43.0,37.0,21.0,5.0
8351,19K364,I.S. 364 GATEWAY,8,2015,All Students,78,281.0,45.0,25.0,5.0,3.0
8356,19K404,ACADEMY FOR YOUNG WRITERS,6,2015,All Students,75,271.0,47.0,22.0,5.0,1.0
8357,19K404,ACADEMY FOR YOUNG WRITERS,7,2015,All Students,61,263.0,52.0,9.0,0.0,0.0
8362,19K409,EAST NEW YORK FAMILY ACADEMY,6,2015,All Students,64,309.0,8.0,30.0,14.0,12.0
8365,19K409,EAST NEW YORK FAMILY ACADEMY,7,2015,All Students,67,308.0,15.0,31.0,18.0,3.0
8368,19K409,EAST NEW YORK FAMILY ACADEMY,8,2015,All Students,63,317.0,10.0,24.0,19.0,10.0
8374,19K422,SPRING CREEK COMMUNITY SCHOOL,6,2015,All Students,79,269.0,52.0,24.0,3.0,0.0
8376,19K422,SPRING CREEK COMMUNITY SCHOOL,7,2015,All Students,73,281.0,48.0,23.0,2.0,0.0
8377,19K422,SPRING CREEK COMMUNITY SCHOOL,8,2015,All Students,73,283.0,34.0,29.0,9.0,1.0
8383,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,6,2015,All Students,100,296.0,35.0,34.0,21.0,10.0
8386,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,7,2015,All Students,97,312.0,21.0,37.0,28.0,11.0
8389,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,8,2015,All Students,25,271.0,15.0,9.0,1.0,0.0
8396,19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,6,2015,All Students,103,261.0,71.0,30.0,2.0,0.0
8397,19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,7,2015,All Students,112,268.0,84.0,25.0,3.0,0.0
8401,19K661,VISTA ACADEMY,6,2015,All Students,112,295.0,38.0,43.0,20.0,11.0
8402,19K661,VISTA ACADEMY,7,2015,All Students,108,289.0,45.0,42.0,20.0,1.0
8406,19K662,LIBERTY AVENUE MIDDLE SCHOOL,6,2015,All Students,127,285.0,58.0,49.0,16.0,4.0
8407,19K662,LIBERTY AVENUE MIDDLE SCHOOL,7,2015,All Students,152,287.0,74.0,54.0,21.0,3.0
8411,19K663,SCHOOL OF THE FUTURE BROOKLYN,6,2015,All Students,28,280.0,14.0,14.0,0.0,0.0
8412,19K663,SCHOOL OF THE FUTURE BROOKLYN,7,2015,All Students,40,289.0,20.0,15.0,5.0,0.0
8429,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,6,2015,All Students,86,269.0,55.0,28.0,2.0,1.0
8432,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,2015,All Students,84,273.0,62.0,19.0,3.0,0.0
8435,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,8,2015,All Students,52,272.0,38.0,13.0,1.0,0.0
8439,19K760,HIGHLAND PARK COMMUNITY SCHOOL,6,2015,All Students,107,275.0,61.0,41.0,3.0,2.0
8443,20K030,PS/IS 30 MARY WHITE OVINGTON,6,2015,All Students,125,306.0,32.0,40.0,28.0,25.0
8446,20K030,PS/IS 30 MARY WHITE OVINGTON,7,2015,All Students,151,311.0,34.0,58.0,44.0,15.0
8449,20K030,PS/IS 30 MARY WHITE OVINGTON,8,2015,All Students,117,319.0,18.0,50.0,25.0,24.0
8468,20K062,J.H.S. 062 DITMAS,6,2015,All Students,316,300.0,95.0,119.0,56.0,46.0
8471,20K062,J.H.S. 062 DITMAS,7,2015,All Students,348,296.0,142.0,122.0,70.0,14.0
8474,20K062,J.H.S. 062 DITMAS,8,2015,All Students,404,299.0,129.0,177.0,67.0,31.0
8513,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,6,2015,All Students,155,317.0,24.0,47.0,48.0,36.0
8516,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,7,2015,All Students,150,320.0,20.0,54.0,48.0,28.0
8519,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,8,2015,All Students,153,313.0,25.0,72.0,28.0,28.0
8583,20K163,P.S. 163 BATH BEACH,6,2015,All Students,70,312.0,12.0,25.0,20.0,13.0
8586,20K163,P.S. 163 BATH BEACH,7,2015,All Students,65,319.0,10.0,25.0,21.0,9.0
8589,20K163,P.S. 163 BATH BEACH,8,2015,All Students,65,331.0,6.0,22.0,12.0,25.0
8652,20K180,THE SEEALL ACADEMY,6,2015,All Students,172,322.0,28.0,45.0,41.0,58.0
8655,20K180,THE SEEALL ACADEMY,7,2015,All Students,154,319.0,23.0,41.0,61.0,29.0
8658,20K180,THE SEEALL ACADEMY,8,2015,All Students,102,323.0,7.0,39.0,41.0,15.0
8688,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,6,2015,All Students,337,377.0,3.0,7.0,4.0,323.0
8691,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,7,2015,All Students,340,369.0,5.0,3.0,23.0,309.0
8694,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,8,2015,All Students,129,362.0,1.0,1.0,21.0,106.0
8709,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,6,2015,All Students,49,313.0,10.0,15.0,16.0,8.0
8713,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,7,2015,All Students,54,312.0,11.0,22.0,17.0,4.0
8716,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,8,2015,All Students,44,305.0,13.0,14.0,14.0,3.0
8734,20K201,J.H.S. 201 THE DYKER HEIGHTS,6,2015,All Students,461,327.0,54.0,113.0,99.0,195.0
8737,20K201,J.H.S. 201 THE DYKER HEIGHTS,7,2015,All Students,456,332.0,48.0,93.0,156.0,159.0
8740,20K201,J.H.S. 201 THE DYKER HEIGHTS,8,2015,All Students,265,315.0,43.0,105.0,77.0,40.0
8768,20K220,J.H.S. 220 JOHN J. PERSHING,6,2015,All Students,445,310.0,87.0,168.0,105.0,85.0
8771,20K220,J.H.S. 220 JOHN J. PERSHING,7,2015,All Students,401,313.0,95.0,131.0,112.0,63.0
8774,20K220,J.H.S. 220 JOHN J. PERSHING,8,2015,All Students,438,318.0,81.0,161.0,91.0,105.0
8780,20K223,J.H.S. 223 THE MONTAUK,6,2015,All Students,303,312.0,65.0,101.0,62.0,75.0
8783,20K223,J.H.S. 223 THE MONTAUK,7,2015,All Students,298,313.0,71.0,100.0,87.0,40.0
8786,20K223,J.H.S. 223 THE MONTAUK,8,2015,All Students,269,321.0,51.0,76.0,75.0,67.0
8792,20K227,J.H.S. 227 EDWARD B. SHALLOW,6,2015,All Students,402,306.0,96.0,144.0,95.0,67.0
8795,20K227,J.H.S. 227 EDWARD B. SHALLOW,7,2015,All Students,425,309.0,107.0,164.0,120.0,34.0
8798,20K227,J.H.S. 227 EDWARD B. SHALLOW,8,2015,All Students,438,315.0,101.0,138.0,116.0,83.0
8813,20K229,P.S. 229 DYKER,6,2015,All Students,93,335.0,8.0,18.0,21.0,46.0
8816,20K229,P.S. 229 DYKER,7,2015,All Students,93,324.0,13.0,20.0,36.0,24.0
8819,20K229,P.S. 229 DYKER,8,2015,All Students,62,309.0,14.0,28.0,14.0,6.0
8837,20K259,J.H.S. 259 WILLIAM MCKINLEY,6,2015,All Students,545,327.0,62.0,126.0,136.0,221.0
8840,20K259,J.H.S. 259 WILLIAM MCKINLEY,7,2015,All Students,479,331.0,51.0,112.0,159.0,157.0
8843,20K259,J.H.S. 259 WILLIAM MCKINLEY,8,2015,All Students,433,329.0,45.0,135.0,120.0,133.0
8887,20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,6,2015,All Students,67,307.0,12.0,30.0,17.0,8.0
8888,21K099,P.S. 099 ISAAC ASIMOV,8,2015,All Students,58,286.0,23.0,26.0,9.0,0.0
8891,20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,7,2015,All Students,53,296.0,23.0,17.0,10.0,3.0
8894,20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,8,2015,All Students,33,289.0,15.0,11.0,7.0,0.0
8917,20K686,BROOKLYN SCHOOL OF INQUIRY,6,2015,All Students,52,355.0,0.0,3.0,10.0,39.0
8959,21K095,P.S. 095 THE GRAVESEND,6,2015,All Students,44,300.0,15.0,15.0,7.0,7.0
8962,21K095,P.S. 095 THE GRAVESEND,7,2015,All Students,48,304.0,14.0,16.0,13.0,5.0
8965,21K095,P.S. 095 THE GRAVESEND,8,2015,All Students,44,301.0,8.0,31.0,2.0,3.0
8971,21K096,I.S. 096 SETH LOW,6,2015,All Students,167,298.0,50.0,64.0,30.0,23.0
8974,21K096,I.S. 096 SETH LOW,7,2015,All Students,183,297.0,72.0,55.0,41.0,15.0
8977,21K096,I.S. 096 SETH LOW,8,2015,All Students,234,305.0,75.0,75.0,52.0,32.0
8995,21K098,I.S. 98 BAY ACADEMY,6,2015,All Students,497,349.0,2.0,40.0,140.0,315.0
8998,21K098,I.S. 98 BAY ACADEMY,7,2015,All Students,466,351.0,3.0,37.0,164.0,262.0
9001,21K098,I.S. 98 BAY ACADEMY,8,2015,All Students,438,352.0,0.0,60.0,136.0,242.0
9016,21K099,P.S. 099 ISAAC ASIMOV,6,2015,All Students,77,306.0,20.0,23.0,20.0,14.0
9019,21K099,P.S. 099 ISAAC ASIMOV,7,2015,All Students,75,302.0,21.0,30.0,20.0,4.0
9061,21K121,P.S. 121 NELSON A. ROCKEFELLER,6,2015,All Students,26,312.0,6.0,8.0,6.0,6.0
9064,21K121,P.S. 121 NELSON A. ROCKEFELLER,7,2015,All Students,30,315.0,4.0,11.0,13.0,2.0
9067,21K121,P.S. 121 NELSON A. ROCKEFELLER,8,2015,All Students,33,329.0,3.0,11.0,7.0,12.0
9122,22K109,P.S. 109,8,2015,All Students,84,293.0,33.0,37.0,11.0,3.0
9143,21K209,P.S. 209 MARGARET MEAD,6,2015,All Students,51,300.0,12.0,20.0,16.0,3.0
9146,21K209,P.S. 209 MARGARET MEAD,7,2015,All Students,57,305.0,17.0,21.0,14.0,5.0
9149,21K209,P.S. 209 MARGARET MEAD,8,2015,All Students,45,290.0,14.0,26.0,5.0,0.0
9201,21K225,P.S. K225 - THE EILEEN E. ZAGLIN,6,2015,All Students,95,296.0,29.0,40.0,18.0,8.0
9204,21K225,P.S. K225 - THE EILEEN E. ZAGLIN,7,2015,All Students,128,303.0,44.0,49.0,23.0,12.0
9207,21K225,P.S. K225 - THE EILEEN E. ZAGLIN,8,2015,All Students,135,298.0,52.0,47.0,24.0,12.0
9223,21K226,P.S. 226 ALFRED DE B.MASON,6,2015,All Students,95,296.0,28.0,52.0,8.0,7.0
9226,21K226,P.S. 226 ALFRED DE B.MASON,7,2015,All Students,82,320.0,15.0,24.0,21.0,22.0
9229,21K226,P.S. 226 ALFRED DE B.MASON,8,2015,All Students,51,307.0,10.0,27.0,13.0,1.0
9236,21K228,I.S. 228 DAVID A. BOODY,6,2015,All Students,507,308.0,103.0,212.0,106.0,86.0
9239,21K228,I.S. 228 DAVID A. BOODY,7,2015,All Students,391,310.0,88.0,146.0,107.0,50.0
9242,21K228,I.S. 228 DAVID A. BOODY,8,2015,All Students,315,308.0,85.0,111.0,64.0,55.0
9257,21K238,P.S. 238 ANNE SULLIVAN,6,2015,All Students,53,305.0,11.0,21.0,17.0,4.0
9260,21K238,P.S. 238 ANNE SULLIVAN,7,2015,All Students,39,292.0,17.0,15.0,5.0,2.0
9263,21K238,P.S. 238 ANNE SULLIVAN,8,2015,All Students,30,261.0,27.0,3.0,0.0,0.0
9269,21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,6,2015,All Students,373,353.0,6.0,32.0,84.0,251.0
9272,21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,7,2015,All Students,449,352.0,8.0,48.0,118.0,275.0
9275,21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,8,2015,All Students,154,322.0,11.0,67.0,52.0,24.0
9293,21K281,I.S. 281 JOSEPH B CAVALLARO,6,2015,All Students,339,309.0,77.0,117.0,83.0,62.0
9296,21K281,I.S. 281 JOSEPH B CAVALLARO,7,2015,All Students,380,322.0,58.0,118.0,108.0,96.0
9299,21K281,I.S. 281 JOSEPH B CAVALLARO,8,2015,All Students,404,321.0,60.0,148.0,104.0,92.0
9314,21K288,P.S. 288 THE SHIRLEY TANYHILL,6,2015,All Students,42,276.0,23.0,16.0,0.0,3.0
9317,21K288,P.S. 288 THE SHIRLEY TANYHILL,7,2015,All Students,25,296.0,8.0,11.0,6.0,0.0
9320,21K288,P.S. 288 THE SHIRLEY TANYHILL,8,2015,All Students,25,281.0,13.0,9.0,3.0,0.0
9326,21K303,I.S. 303 HERBERT S. EISENBERG,6,2015,All Students,142,315.0,19.0,47.0,51.0,25.0
9329,21K303,I.S. 303 HERBERT S. EISENBERG,7,2015,All Students,174,307.0,48.0,63.0,45.0,18.0
9332,21K303,I.S. 303 HERBERT S. EISENBERG,8,2015,All Students,142,284.0,77.0,55.0,8.0,2.0
9350,21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,6,2015,All Students,78,296.0,24.0,33.0,16.0,5.0
9353,21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,7,2015,All Students,54,300.0,16.0,25.0,8.0,5.0
9356,21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,8,2015,All Students,40,300.0,5.0,32.0,3.0,0.0
9362,21K690,BROOKLYN STUDIO SECONDARY SCHOOL,6,2015,All Students,72,300.0,17.0,38.0,11.0,6.0
9365,21K690,BROOKLYN STUDIO SECONDARY SCHOOL,7,2015,All Students,81,313.0,16.0,35.0,25.0,5.0
9368,21K690,BROOKLYN STUDIO SECONDARY SCHOOL,8,2015,All Students,66,302.0,15.0,36.0,14.0,1.0
9374,22K014,J.H.S. 014 SHELL BANK,6,2015,All Students,169,287.0,69.0,71.0,22.0,7.0
9377,22K014,J.H.S. 014 SHELL BANK,7,2015,All Students,176,295.0,74.0,66.0,24.0,12.0
9380,22K014,J.H.S. 014 SHELL BANK,8,2015,All Students,170,295.0,66.0,67.0,21.0,16.0
9398,22K078,J.H.S. 078 ROY H. MANN,6,2015,All Students,184,283.0,85.0,69.0,23.0,7.0
9401,22K078,J.H.S. 078 ROY H. MANN,7,2015,All Students,252,290.0,125.0,77.0,37.0,13.0
9404,22K078,J.H.S. 078 ROY H. MANN,8,2015,All Students,299,280.0,160.0,105.0,29.0,5.0
9420,22K109,P.S. 109,6,2015,All Students,84,283.0,41.0,35.0,5.0,3.0
9423,22K109,P.S. 109,7,2015,All Students,79,288.0,34.0,42.0,3.0,0.0
9559,22K206,P.S. 206 JOSEPH F LAMB,6,2015,All Students,121,317.0,15.0,50.0,30.0,26.0
9562,22K206,P.S. 206 JOSEPH F LAMB,7,2015,All Students,117,322.0,17.0,33.0,44.0,23.0
9565,22K206,P.S. 206 JOSEPH F LAMB,8,2015,All Students,67,323.0,2.0,31.0,26.0,8.0
9580,22K207,P.S. 207 ELIZABETH G. LEARY,6,2015,All Students,151,322.0,20.0,43.0,40.0,48.0
9583,22K207,P.S. 207 ELIZABETH G. LEARY,7,2015,All Students,111,310.0,26.0,47.0,26.0,12.0
9586,22K207,P.S. 207 ELIZABETH G. LEARY,8,2015,All Students,84,297.0,22.0,48.0,11.0,3.0
9616,22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,6,2015,All Students,641,330.0,62.0,160.0,144.0,275.0
9619,22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,7,2015,All Students,605,333.0,55.0,146.0,170.0,234.0
9622,22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,8,2015,All Students,600,331.0,53.0,194.0,151.0,202.0
9640,22K240,ANDRIES HUDDE,6,2015,All Students,263,287.0,114.0,104.0,31.0,14.0
9643,22K240,ANDRIES HUDDE,7,2015,All Students,282,289.0,144.0,90.0,40.0,8.0
9646,22K240,ANDRIES HUDDE,8,2015,All Students,308,306.0,82.0,127.0,55.0,44.0
9694,22K381,I. S. 381,7,2015,All Students,112,289.0,52.0,46.0,11.0,3.0
9726,22K278,J.H.S. 278 MARINE PARK,6,2015,All Students,286,302.0,75.0,110.0,64.0,37.0
9729,22K278,J.H.S. 278 MARINE PARK,7,2015,All Students,312,305.0,81.0,139.0,75.0,17.0
9732,22K278,J.H.S. 278 MARINE PARK,8,2015,All Students,330,306.0,75.0,158.0,72.0,25.0
9761,22K381,I. S. 381,6,2015,All Students,95,284.0,53.0,31.0,7.0,4.0
9766,22K381,I. S. 381,8,2015,All Students,108,295.0,47.0,37.0,16.0,8.0
9781,23K041,P.S. 041 FRANCIS WHITE,6,2015,All Students,44,281.0,17.0,24.0,2.0,1.0
9784,23K041,P.S. 041 FRANCIS WHITE,7,2015,All Students,41,279.0,27.0,13.0,1.0,0.0
9787,23K041,P.S. 041 FRANCIS WHITE,8,2015,All Students,43,285.0,24.0,13.0,4.0,2.0
9804,23K073,P.S. 073 THOMAS S. BOYLAND,8,2015,All Students,22,292.0,9.0,10.0,2.0,1.0
9819,23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,6,2015,All Students,25,296.0,7.0,11.0,5.0,2.0
9822,23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,7,2015,All Students,24,290.0,8.0,10.0,6.0,0.0
9825,23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,8,2015,All Students,28,275.0,16.0,11.0,1.0,0.0
9852,23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,6,2015,All Students,38,268.0,23.0,13.0,2.0,0.0
9855,23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,7,2015,All Students,53,270.0,45.0,7.0,1.0,0.0
9858,23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,8,2015,All Students,57,288.0,24.0,26.0,5.0,2.0
9885,23K165,P.S. 165 IDA POSNER,6,2015,All Students,27,267.0,20.0,5.0,2.0,0.0
9888,23K165,P.S. 165 IDA POSNER,7,2015,All Students,33,264.0,28.0,5.0,0.0,0.0
9891,23K165,P.S. 165 IDA POSNER,8,2015,All Students,47,258.0,41.0,4.0,1.0,1.0
9906,23K178,P.S. 178 SAINT CLAIR MCKELWAY,6,2015,All Students,31,295.0,11.0,13.0,6.0,1.0
9909,23K178,P.S. 178 SAINT CLAIR MCKELWAY,7,2015,All Students,38,293.0,16.0,17.0,5.0,0.0
9912,23K178,P.S. 178 SAINT CLAIR MCKELWAY,8,2015,All Students,39,279.0,24.0,14.0,0.0,1.0
9927,23K184,P.S. 184 NEWPORT,6,2015,All Students,42,291.0,16.0,18.0,7.0,1.0
9930,23K184,P.S. 184 NEWPORT,7,2015,All Students,33,292.0,15.0,9.0,8.0,1.0
9933,23K184,P.S. 184 NEWPORT,8,2015,All Students,44,292.0,20.0,19.0,5.0,0.0
9949,23K284,P.S. 284 LEW WALLACE,6,2015,All Students,60,265.0,44.0,15.0,1.0,0.0
9952,23K284,P.S. 284 LEW WALLACE,7,2015,All Students,86,265.0,67.0,17.0,2.0,0.0
9955,23K284,P.S. 284 LEW WALLACE,8,2015,All Students,53,278.0,32.0,13.0,7.0,1.0
9985,23K323,P.S./I.S. 323,6,2015,All Students,56,282.0,25.0,26.0,5.0,0.0
9988,23K323,P.S./I.S. 323,7,2015,All Students,59,294.0,25.0,21.0,9.0,4.0
9991,23K323,P.S./I.S. 323,8,2015,All Students,51,286.0,23.0,20.0,5.0,3.0
10006,23K327,P.S. 327 DR. ROSE B. ENGLISH,6,2015,All Students,52,267.0,32.0,18.0,2.0,0.0
10009,23K327,P.S. 327 DR. ROSE B. ENGLISH,7,2015,All Students,67,271.0,49.0,16.0,2.0,0.0
10012,23K327,P.S. 327 DR. ROSE B. ENGLISH,8,2015,All Students,57,259.0,49.0,8.0,0.0,0.0
10018,23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,6,2015,All Students,31,261.0,24.0,6.0,1.0,0.0
10020,23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,7,2015,All Students,38,267.0,29.0,9.0,0.0,0.0
10021,23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,8,2015,All Students,58,276.0,35.0,18.0,4.0,1.0
10027,23K392,I.S. 392,6,2015,All Students,94,319.0,10.0,27.0,38.0,19.0
10031,23K392,I.S. 392,8,2015,All Students,76,302.0,10.0,56.0,10.0,0.0
10051,23K518,KAPPA V,6,2015,All Students,51,293.0,19.0,24.0,6.0,2.0
10054,23K518,KAPPA V,7,2015,All Students,48,299.0,14.0,29.0,5.0,0.0
10057,23K518,KAPPA V,8,2015,All Students,55,279.0,33.0,22.0,0.0,0.0
10063,23K522,MOTT HALL IV,6,2015,All Students,41,275.0,25.0,13.0,3.0,0.0
10066,23K522,MOTT HALL IV,7,2015,All Students,67,280.0,41.0,23.0,3.0,0.0
10069,23K522,MOTT HALL IV,8,2015,All Students,42,277.0,25.0,17.0,0.0,0.0
10090,23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,8,2015,All Students,23,253.0,18.0,5.0,0.0,0.0
10096,23K644,EAGLE ACADEMY FOR YOUNG MEN II,6,2015,All Students,48,285.0,21.0,21.0,5.0,1.0
10099,23K644,EAGLE ACADEMY FOR YOUNG MEN II,7,2015,All Students,73,307.0,13.0,41.0,16.0,3.0
10102,23K644,EAGLE ACADEMY FOR YOUNG MEN II,8,2015,All Students,73,286.0,35.0,27.0,11.0,0.0
10107,23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),6,2015,All Students,31,272.0,19.0,9.0,3.0,0.0
10108,23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),7,2015,All Students,42,269.0,35.0,6.0,1.0,0.0
10112,23K668,RIVERDALE AVENUE MIDDLE SCHOOL,6,2015,All Students,29,278.0,18.0,7.0,3.0,1.0
10113,23K668,RIVERDALE AVENUE MIDDLE SCHOOL,7,2015,All Students,45,290.0,25.0,12.0,8.0,0.0
10119,23K671,MOTT HALL BRIDGES ACADEMY,6,2015,All Students,62,296.0,19.0,32.0,6.0,5.0
10122,23K671,MOTT HALL BRIDGES ACADEMY,7,2015,All Students,64,295.0,21.0,37.0,6.0,0.0
10125,23K671,MOTT HALL BRIDGES ACADEMY,8,2015,All Students,57,293.0,17.0,35.0,3.0,2.0
10131,23K697,TEACHERS PREPARATORY HIGH SCHOOL,6,2015,All Students,18,295.0,8.0,6.0,3.0,1.0
10134,23K697,TEACHERS PREPARATORY HIGH SCHOOL,7,2015,All Students,19,290.0,8.0,10.0,0.0,1.0
10138,23K697,TEACHERS PREPARATORY HIGH SCHOOL,8,2015,All Students,27,296.0,11.0,8.0,7.0,1.0
10144,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,2015,All Students,573,313.0,111.0,202.0,124.0,136.0
10147,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,2015,All Students,553,318.0,102.0,173.0,170.0,108.0
10150,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,2015,All Students,510,311.0,90.0,209.0,156.0,55.0
10231,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,2015,All Students,131,319.0,17.0,45.0,39.0,30.0
10234,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,2015,All Students,113,327.0,13.0,31.0,38.0,31.0
10237,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,2015,All Students,90,314.0,11.0,42.0,27.0,10.0
10252,24Q058,P.S. 58 - THE SCHOOL OF HEROES,6,2015,All Students,129,323.0,17.0,41.0,26.0,45.0
10258,24Q061,I.S. 061 LEONARDO DA VINCI,6,2015,All Students,684,290.0,274.0,265.0,96.0,49.0
10261,24Q061,I.S. 061 LEONARDO DA VINCI,7,2015,All Students,771,296.0,314.0,288.0,128.0,41.0
10264,24Q061,I.S. 061 LEONARDO DA VINCI,8,2015,All Students,768,295.0,295.0,318.0,102.0,53.0
10295,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,6,2015,All Students,541,314.0,103.0,189.0,111.0,138.0
10298,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,7,2015,All Students,663,321.0,110.0,206.0,205.0,142.0
10301,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,8,2015,All Students,663,312.0,126.0,289.0,147.0,101.0
10307,24Q077,I.S. 077,6,2015,All Students,330,294.0,122.0,123.0,52.0,33.0
10310,24Q077,I.S. 077,7,2015,All Students,330,289.0,156.0,120.0,46.0,8.0
10313,24Q077,I.S. 077,8,2015,All Students,319,281.0,165.0,132.0,18.0,4.0
10340,24Q087,P.S. / I.S. 087 MIDDLE VILLAGE,6,2015,All Students,41,293.0,15.0,16.0,8.0,2.0
10343,24Q087,P.S. / I.S. 087 MIDDLE VILLAGE,7,2015,All Students,57,302.0,15.0,26.0,16.0,0.0
10346,24Q087,P.S. / I.S. 087 MIDDLE VILLAGE,8,2015,All Students,45,299.0,11.0,27.0,5.0,2.0
10387,24Q093,I.S. 093 RIDGEWOOD,6,2015,All Students,377,295.0,139.0,146.0,51.0,41.0
10390,24Q093,I.S. 093 RIDGEWOOD,7,2015,All Students,357,307.0,104.0,136.0,74.0,43.0
10393,24Q093,I.S. 093 RIDGEWOOD,8,2015,All Students,304,294.0,97.0,174.0,28.0,5.0
10408,24Q102,P.S. 102 BAYVIEW,6,2015,All Students,116,319.0,12.0,40.0,36.0,28.0
10411,24Q102,P.S. 102 BAYVIEW,7,2015,All Students,119,323.0,18.0,35.0,34.0,32.0
10414,24Q102,P.S. 102 BAYVIEW,8,2015,All Students,117,330.0,6.0,41.0,38.0,32.0
10430,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,6,2015,All Students,114,333.0,5.0,29.0,34.0,46.0
10433,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,7,2015,All Students,114,313.0,21.0,48.0,37.0,8.0
10436,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,8,2015,All Students,96,322.0,9.0,38.0,32.0,17.0
10443,24Q119,I.S. 119 THE GLENDALE,6,2015,All Students,232,334.0,28.0,49.0,36.0,119.0
10446,24Q119,I.S. 119 THE GLENDALE,7,2015,All Students,238,338.0,30.0,42.0,48.0,118.0
10449,24Q119,I.S. 119 THE GLENDALE,8,2015,All Students,86,275.0,56.0,29.0,1.0,0.0
10457,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,6,2015,All Students,373,307.0,78.0,161.0,71.0,63.0
10460,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,7,2015,All Students,499,319.0,84.0,159.0,163.0,93.0
